buysM5,buysH1,sellsM5,sellsH1,volM5,volH1,priceM5,priceH1,liquidity,marketCap,paidProfile,paidAd,websites,socials,boosts,pools,buysToSells,volToLiquidity,volToMC,liquidityToMC,liquidityToBuys,MCToBuys,poolsToLiquidity,buysToVol,priceToVol,priceToVol5M,score,highHolder,lowLP,mutable,unlockedLP,singleHolder,highOwnership,result
215,489,63,127,79363.8,400331.76,8.62,2645005.0,527491.78,3026500528.0,1,0,0,1,10,1,3.8503937007874014,0.7589345942035343,0.00013227546345896424,0.00017429099222678214,1078.7152965235175,6189162.63394683,1.8957641387321713e-06,0.0012214868987661634,6.607032627139051,0.00010861375085366375,14399,3000,400,0,10999,0,0,RSuccess
23,98,1,10,3726.03,11595.05,6.76,23.54,221842.91,123684.0,0,0,0,0,0,1,9.8,0.052266939700709836,0.0937473723359529,1.7936265806409883,2263.703163265306,1262.0816326530612,4.507694205778314e-06,0.008451882484335989,0.0020301766702170323,0.0018142634385659802,11499,0,400,100,10999,0,0,RSuccess
78,312,86,261,21753.48,329187.75,0.86,6448.0,522434.27,20390809.0,0,0,0,0,0,1,1.1954022988505748,0.6301036683523843,0.016143927884371828,0.02562106633434701,1674.4688141025642,65355.157051282054,1.91411639209656e-06,0.000947787394883315,0.019587606160921846,3.9533904460343815e-05,11499,0,400,100,10999,0,0,2x
181,393,37,62,20976.93,325764.65,8.16,1663192.0,624154.41,2566504340.0,1,0,0,1,10,1,6.338709677419355,0.5219295814957071,0.00012692931974547138,0.00024319242335666576,1588.1791603053437,6530545.3944020355,1.6021676430997258e-06,0.0012063924062969999,5.105501778661374,0.0003889987715075562,400,0,400,0,0,0,0,RSuccess
1409,2314,246,710,103521.92,277157.24,5.27,73.6,46150.66,166138.0,1,1,1,1,500,2,3.259154929577465,6.005488112196011,1.668235081679086,0.27778509431918047,19.944105445116683,71.79688850475367,4.333632498430141e-05,0.008349051246144608,0.00026555322891799613,5.0907092913268997e-05,400,0,400,0,0,0,0,10x
20,293,11,202,2669.79,50723.53,20.05,46.02,36849.21,108558.0,0,0,0,0,0,2,1.4504950495049505,1.3765160772781833,0.46724819911936477,0.3394426021113138,125.76522184300342,370.5051194539249,5.427524769187725e-05,0.005776411854616585,0.0009072712407831238,0.007509953966416834,400,0,400,0,0,0,0,10x
14,253,22,219,1959.81,41828.38,1.96,-25.87,24519.97,47706.0,0,0,0,0,0,2,1.1552511415525115,1.705890341627661,0.8767949524168868,0.5139808409843626,96.91687747035573,188.56126482213438,8.156616831097265e-05,0.006048524948850518,-0.0006184796064298929,0.0010000969481735475,400,0,400,0,0,0,0,4x
164,1240,189,1016,24542.9,168971.07,-15.71,119.0,44020.02,152833.0,1,1,1,1,0,2,1.220472440944882,3.83850507110174,1.1055928366255978,0.28802693135644786,35.500016129032254,123.25241935483871,4.5433873042311205e-05,0.007338534342003042,0.0007042625699180339,-0.0006401036552322667,400,0,400,0,0,0,0,Success
592,1394,77,296,12064.58,58586.93,-8.91,3589.0,11851.2,60175.0,1,0,1,1,100,1,4.70945945945946,4.943544113676252,0.9736091400083091,0.19694557540506857,8.501578192252511,43.16714490674318,8.43796408802484e-05,0.02379370279343874,0.06125939693375297,-0.0007385255019238134,500,0,500,0,0,0,0,10x
221,627,41,89,14071.3,274081.7,2.54,1973263.0,505724.22,2228031327.0,1,0,0,1,10,1,7.044943820224719,0.541958817001092,0.00012301519133891425,0.0002269825445771212,806.5777033492823,3553478.990430622,1.977362286504688e-06,0.002287639050691819,7.1995430559574025,0.00018050926353641811,400,0,400,0,0,0,0,RSuccess
174,677,130,485,140505.99,488979.27,206.0,1388.0,176323.62,3296944.0,0,0,0,0,0,1,1.3958762886597937,2.773192099844593,0.14831288308202992,0.05348092657928069,260.4484785819793,4869.932053175776,5.671389913614523e-06,0.0013845167710279415,0.0028385661420779655,0.0014661296646498844,11499,0,400,100,10999,0,0,Success
838,2386,652,1784,3484.99,66329.5,8.19,366072.0,126116.89,1381431796.0,0,0,0,0,0,1,1.3374439461883407,0.5259366925397542,4.80150378701722e-05,9.1294329814311e-05,52.85703688181056,578973.9295892707,7.92915207471418e-06,0.03597192802599145,5.518992303575332,0.0023500784794217486,3400,2900,400,100,0,0,0,RSuccess
2,43,5,16,7631.63,62838.34,4.04,14639.0,115522.58,2173930.0,0,0,0,0,0,1,2.6875,0.543948551010547,0.028905410937794685,0.053139972308215995,2686.5716279069766,50556.51162790698,8.656316366895546e-06,0.0006842956067903768,0.23296286948382153,0.0005293757690034764,5274,2500,100,100,0,2574,0,RSuccess
3901,14486,3305,11038,1744315.34,6459131.49,-45.92,2419.0,180252.31,992186.0,0,0,0,0,0,5,1.3123754303315818,35.83383475085562,6.51000063496159,0.18167189418113136,12.443207924893,68.49275162225597,2.773889555146339e-05,0.0022427163810532676,0.0003745085548645488,-2.6325515201855647e-05,400,0,400,0,0,0,0,4x
278,632,195,422,146790.17,305965.15,-28.76,366.0,76223.64,441157.0,0,0,0,0,0,2,1.4976303317535544,4.014045380147157,0.6935516154112935,0.17278120941070865,120.60702531645569,698.0332278481013,2.6238579002524676e-05,0.0020655947254123548,0.0011962146669318384,-0.00019592592610254486,400,0,400,0,0,0,0,3x
13,67,59,179,5798.17,26248.84,-52.22,-71.73,11826.37,485059.0,0,0,0,0,0,5,0.3743016759776536,2.2195179078618374,0.0541147365578208,0.024381302068408175,176.51298507462687,7239.686567164179,0.00042278399880944025,0.0025524937482951627,-0.002732692187540478,-0.009006289915611304,400,0,400,0,0,0,0,4x
102,271,30,71,30990.82,274486.32,7.65,35893125.0,474281.11,2350008756.0,1,0,0,1,10,1,3.816901408450704,0.5787418351955869,0.00011680225416147344,0.00020182099695972367,1750.1147970479703,8671619.025830258,2.1084542034575234e-06,0.0009872987477117256,130.7647135201492,0.0002468472921981413,400,0,400,0,0,0,0,RSuccess
108,374,65,174,14638.97,38509.27,-2.18,508.0,7462.28,19408.0,1,0,1,1,50,1,2.1494252873563218,5.160523325310763,1.984195692497939,0.38449505358615005,19.952620320855615,51.893048128342244,0.0001340073007177431,0.009711947279187583,0.013191628924671905,-0.00014891758095002586,2600,2200,400,0,0,0,0,3x
822,2746,874,1879,122061.28,184787.43,6.54,-5.28,32645.51,80491.0,0,0,0,0,0,2,1.4614156466205428,5.660424052189719,2.2957526928476475,0.40557963002074765,11.888386744355426,29.31209031318281,6.126416772168669e-05,0.014860318150428306,-2.8573372117356686e-05,5.3579644585080546e-05,400,0,400,0,0,0,0,2x
24,108,2,13,13490.41,38663.61,8.16,26.32,686482.49,386266.0,0,0,0,0,0,1,8.307692307692308,0.056321334576210386,0.10009581480119918,1.777227325211124,6356.319351851852,3576.537037037037,1.4567013937966576e-06,0.0027933242653751162,0.0006807434691173431,0.0006048741291035632,11499,0,400,100,10999,0,0,RSuccess
1,41,3,11,3466.41,53175.45,5.02,12190.0,102157.97,1651605.0,0,0,0,0,0,1,3.727272727272727,0.5205217958031076,0.032196227306165816,0.06185375437831685,2491.657804878049,40283.04878048781,9.788761464230349e-06,0.0007710324971391874,0.22924112536894375,0.001448184144402999,5232,2500,100,100,0,2532,0,RSuccess
5,88,8,40,2895.24,11590.76,16.44,329.0,20932.55,24558.0,0,0,0,0,0,1,2.2,0.5537194465079506,0.4719749165241469,0.852371935825393,237.86988636363637,279.0681818181818,4.777248830171193e-05,0.007592254519979707,0.02838467883037868,0.00567828573796991,14145,0,400,0,10999,2746,0,10x
115,386,33,84,18902.01,357313.18,7.21,1755906.0,686775.32,2932377193.0,1,0,0,1,10,1,4.595238095238095,0.5202766750558246,0.0001218510295513678,0.0002342042905119539,1779.2106735751295,7596832.106217616,1.4560802796466246e-06,0.0010802848078539952,4.914193201605381,0.0003814409155428444,400,0,400,0,0,0,0,RSuccess
179,591,140,361,82168.76,536522.87,10.73,8050117.0,796013.38,7835985034.0,1,0,1,0,10,1,1.6371191135734071,0.6740123765256307,6.846910345949494e-05,0.00010158434154048691,1346.8923519458544,13258857.925549915,1.2562602904991371e-06,0.001101537386467794,15.004238309543076,0.00013058490842505108,11399,0,400,0,10999,0,0,RSuccess
121,382,68,187,62712.1,430875.79,3.29,1078643.0,565109.87,1979165347.0,1,0,0,1,10,1,2.0427807486631018,0.7624637488635617,0.0002177058074774386,0.00028552938785866887,1479.3452094240838,5181061.117801047,1.7695673940361368e-06,0.0008865664046708218,2.5033734199825894,5.24619650753204e-05,400,0,400,0,0,0,0,RSuccess
8,75,2,10,8041.46,44503.41,3.63,21.47,934651.66,516050.0,0,0,0,0,0,1,7.5,0.04761496919611741,0.08623856215482996,1.8111649258792752,12462.022133333334,6880.666666666667,1.06991732085513e-06,0.0016852641179630954,0.0004824349415022354,0.00045141056474819245,11499,0,400,100,10999,0,0,RSuccess
16,103,1,13,4467.17,32504.72,4.76,38.19,386880.8,232058.0,0,0,0,0,0,1,7.923076923076923,0.08401740277625563,0.14007153384067778,1.6671728619569246,3756.12427184466,2252.990291262136,2.5847754657248434e-06,0.0031687705662439176,0.0011749062905325749,0.0010655515684426604,11399,0,400,0,10999,0,0,RSuccess
107,634,49,429,7124.2,115162.22,7.68,42.31,39331.08,115268.0,1,0,0,1,0,2,1.4778554778554778,2.928020791699592,0.9990823125238575,0.341214213832113,62.036403785488965,181.81072555205049,5.085037075005314e-05,0.005505277685685462,0.0003673947931882522,0.0010780157772100727,400,0,400,0,0,0,0,4x
368,807,136,406,47502.37,149476.79,11.49,33127.0,52506.43,6732415.0,0,0,0,0,0,1,1.9876847290640394,2.846828283697825,0.022202551387577863,0.007799048335552695,65.06372986369269,8342.521685254027,1.9045286453487698e-05,0.005398831484138775,0.221619690923253,0.00024188266817003025,3400,3000,400,0,0,0,0,Success
45,201,34,140,8276.2,36568.11,-6.97,2576.0,14892.79,77359.0,1,1,1,1,100,1,1.4357142857142857,2.455423731886369,0.4727066016882328,0.19251528587494668,74.09348258706468,384.87064676616916,6.714658569683719e-05,0.005496592522829318,0.07044389223287723,-0.0008421739445639302,500,0,400,100,0,0,0,2x
9,79,3,10,1701.87,9260.1,2.74,17.8,230248.57,124753.0,0,0,0,0,0,1,7.9,0.040217839355093495,0.07422747348761152,1.845635535818778,2914.5388607594937,1579.1518987341772,4.343132293937808e-06,0.008531225364736881,0.0019222254619280568,0.0016099937127982751,11499,0,400,100,10999,0,0,RSuccess
247,2900,275,2692,48437.52,610907.81,32.61,-23.61,30098.93,63438.0,0,0,0,0,0,2,1.0772659732540861,20.29666204081009,9.629997950755069,0.4744621520224471,10.378941379310344,21.875172413793102,6.644754481305481e-05,0.004747033762753827,-3.864740246159236e-05,0.0006732384316950992,400,0,400,0,0,0,0,Success
99,265,23,56,18481.61,341575.05,7.71,1627229.0,661292.19,2733159442.0,1,0,0,1,10,1,4.732142857142857,0.5165266657693326,0.0001249744324283003,0.00024195155973633827,2495.442226415094,10313809.21509434,1.5121908516717853e-06,0.0007758177887992698,4.763898885471876,0.00041717144772560397,400,0,400,0,0,0,0,RSuccess
287,932,182,590,45581.95,133433.8,-1.35,48.17,38915.05,114468.0,1,0,1,0,0,2,1.5796610169491525,3.428848221960398,1.1656864800642974,0.3399644442114827,41.754345493562234,122.81974248927038,5.139399795194918e-05,0.006984737000669996,0.00036100298425136663,-2.9616986548403485e-05,400,0,400,0,0,0,0,3x
663,5663,949,6138,146135.3,1583065.21,-50.21,-8.94,32694.44,68925.0,0,0,0,0,0,2,0.922613229064842,48.420013005269396,22.967939209285454,0.4743480594849474,5.773342751191947,12.171110718700335,6.117248070314096e-05,0.003577237352086084,-5.647272104476353e-06,-0.00034358570448071073,400,0,400,0,0,0,0,Success
46,499,56,407,10177.88,99762.86,-12.61,8.64,36371.73,100132.0,1,0,1,1,0,2,1.2260442260442261,2.742868156120151,0.9963134662245836,0.36323782606958815,72.88923847695392,200.66533066132266,5.498776109907337e-05,0.005001861414157533,8.660537598861942e-05,-0.0012389613554099675,400,0,400,0,0,0,0,3x
246,670,51,145,74945.95,456492.55,12.26,2968590.0,586233.22,3561360680.0,1,0,0,1,10,1,4.620689655172414,0.7786876185556322,0.00012817925254344077,0.00016460933690097348,874.9749552238806,5315463.701492538,1.7058057542354901e-06,0.0014677128903856152,6.503041506372886,0.00016358455660379247,3400,3000,400,0,0,0,0,RSuccess
12,79,1,11,841.96,8994.75,1.22,11.19,297486.55,158277.0,0,0,0,0,0,1,7.181818181818182,0.030235820745509335,0.0568291665876912,1.8795311384471527,3765.6525316455695,2003.506329113924,3.361496511354883e-06,0.00878290113677423,0.0012440590344367547,0.0014489999524918047,11499,0,400,100,10999,0,0,RSuccess
138,2440,87,258,23769.82,56829.68,7.54,7926.0,36172.95,162320.0,1,1,0,1,0,1,9.457364341085272,1.571054614014063,0.35010892065056676,0.22284961803844255,14.82497950819672,66.52459016393442,2.7644966750016244e-05,0.04293531126692953,0.1394693758613457,0.0003172089649816448,600,0,500,100,0,0,0,2x
4,66,5,20,8685.86,51518.46,-17.4,14319.0,78220.75,949220.0,0,0,0,0,0,1,3.3,0.6586290722091005,0.05427452013231917,0.08240529065969954,1185.1628787878788,14382.121212121212,1.2784331523285061e-05,0.001281094194197575,0.27793920858659205,-0.002003255866431188,100,0,100,0,0,0,0,2x
130,1043,79,1015,41395.14,303263.82,139.0,-16.93,30092.29,66208.0,0,0,0,0,0,2,1.0275862068965518,10.077791354529682,4.5804709400676655,0.45451138835186083,28.851668264621285,63.4784276126558,6.646220676458987e-05,0.0034392496935506515,-5.5825980164729174e-05,0.00335788210886592,400,0,400,0,0,0,0,10x
9,98,44,118,4279.78,15908.48,-7.39,0.88,21992.01,413691155.0,1,0,1,1,0,30,0.8305084745762712,0.723375444081737,3.845496769202136e-05,5.3160454929233376e-05,224.40826530612244,4221338.316326531,0.0013641317915006406,0.006160236553083638,5.531640986442451e-05,-0.0017267242708737364,0,0,0,0,0,0,0,2x
24,289,29,314,7323.88,63588.59,33.95,-67.84,18385.74,25151.0,0,0,0,0,0,2,0.9203821656050956,3.4585820315092017,2.528272832094151,0.7310142737863307,63.61847750865052,87.02768166089966,0.00010877995664030927,0.004544840513054308,-0.001066858063687212,0.00463552106260616,400,0,400,0,0,0,0,2x
30,102,40,90,4321.5,13625.84,-8.65,3.35,9670.64,396278416.0,1,0,1,1,0,30,1.1333333333333333,1.4089905114863133,3.4384512125434557e-05,2.440365058893341e-05,94.81019607843136,3885082.5098039214,0.0031021731757153613,0.007485777023655055,0.00024585640224749445,-0.002001619807937059,0,0,0,0,0,0,0,Success
181,1023,178,906,62719.33,364478.66,-31.25,-13.61,30432.66,67347.0,0,0,0,0,0,2,1.1291390728476822,11.976562679700033,5.41195094065066,0.4518784801104726,29.748445747800588,65.83284457478005,6.571886913598746e-05,0.002806748685917579,-3.7341006466606304e-05,-0.0004982514959901516,400,0,400,0,0,0,0,Success
314,3319,257,2465,67122.31,1279333.47,11.19,120.0,55088.46,213477.0,1,0,1,1,0,3,1.346450304259635,23.223257103211814,5.992839837546902,0.25805337343132984,16.59790900873757,64.31967460078337,5.445786649327282e-05,0.0025943196811696015,9.379884354936794e-05,0.00016671059145610453,400,0,400,0,0,0,0,2x
29,445,39,500,9755.61,90792.8,-25.21,-68.14,18200.85,24688.0,0,0,0,0,0,2,0.89,4.988382410711588,3.677608554763448,0.7372346889176927,40.90078651685393,55.47865168539326,0.00010988497789938383,0.00490126970420562,-0.0007505000396507212,-0.0025841541431033013,400,0,400,0,0,0,0,2x
1628,3415,1083,2596,361791.28,680918.06,41.61,283.0,68196.01,320514.0,1,0,0,1,30,2,1.3154853620955316,9.984719927162896,2.1244565291999726,0.212770768203573,19.96954904831625,93.85475841874084,2.9327228968380997e-05,0.005015287742551578,0.00041561535318948654,0.00011501106383769116,400,0,400,0,0,0,0,3x
129,931,89,762,15825.12,168990.25,-18.64,-38.96,23142.84,40061.0,1,0,1,1,10,2,1.2217847769028871,7.302053248434505,4.218323306956891,0.5776900227153591,24.858045112781955,43.03007518796993,8.641981710109909e-05,0.0055091935777359935,-0.00023054584510053095,-0.0011778741646192889,400,0,400,0,0,0,0,Success
444,1358,309,965,113314.25,349135.3,-32.59,15.12,38421.56,107072.0,0,0,0,0,0,2,1.4072538860103627,9.086963152979733,3.260752577704722,0.3588385385534967,28.292754050073636,78.84536082474227,5.2054107121105965e-05,0.0038896095582428934,4.3306993019611596e-05,-0.00028760725151514487,400,0,400,0,0,0,0,2x
38,524,47,477,9916.04,109100.69,-21.72,-8.96,30979.63,70989.0,0,0,0,0,0,2,1.09853249475891,3.5216911886939903,1.5368675428587528,0.4364004282353604,59.121431297709925,135.47519083969465,6.455855024737222e-05,0.004802902713080916,-8.212597005573476e-05,-0.0021903905187958092,400,0,400,0,0,0,0,Success
19,104,3,12,12286.33,42471.68,7.43,27.56,722961.48,409324.0,0,0,0,0,0,1,8.666666666666666,0.05874680902777835,0.10376054177131075,1.766232813126032,6951.552692307692,3935.8076923076924,1.3831995585712257e-06,0.0024486905156565503,0.0006489029866489858,0.0006047371346854593,11499,0,400,100,10999,0,0,RSuccess
17,97,1,10,3353.66,22467.71,4.52,28.43,305655.58,179015.0,0,0,0,0,0,1,9.7,0.07350662467866609,0.12550741557970002,1.7074299919001201,3151.0884536082476,1845.5154639175257,3.271656287118985e-06,0.0043173069262510515,0.001265371504261004,0.0013477812300590995,11499,0,400,100,10999,0,0,RSuccess
1138,6097,1205,5287,530991.11,3257109.68,-68.79,384.0,87899.96,520383.0,0,0,0,0,0,4,1.153205976924532,37.05473449589738,6.259062421331981,0.16891397297759536,14.41691979662129,85.35066426111202,4.550627781855646e-05,0.0018719050320712563,0.00011789593772599024,-0.00012955019152768868,7400,0,400,0,0,7000,0,Success
201,571,71,168,75993.8,433918.46,8.58,2618368.0,561465.4,3206119191.0,1,0,0,1,10,1,3.3988095238095237,0.7728320569709193,0.000135340713850585,0.00017512305892310789,983.3019264448336,5614919.774080561,1.7810536499666764e-06,0.001315915437199883,6.034239704851459,0.00011290394742729012,3400,3000,400,0,0,0,0,RSuccess
20,103,4,18,5806.37,27403.55,5.4,28.24,420773.51,241306.0,0,0,0,0,0,1,5.722222222222222,0.06512660457166136,0.11356348370948091,1.7437341383968903,4085.179708737864,2342.776699029126,2.376575464553365e-06,0.0037586371108852684,0.0010305234175864075,0.0009300130718503988,11399,0,400,0,10999,0,0,RSuccess
182,604,43,206,70553.39,337965.44,53.04,1173.0,174149.2,2251489.0,0,0,0,0,0,1,2.9320388349514563,1.940666049571287,0.1501075243982982,0.07734845695448657,288.3264900662252,3727.630794701987,5.742202663003906e-06,0.0017871649834965374,0.003470769082187812,0.0007517711055414914,11499,0,400,100,10999,0,0,Success
128,444,63,183,25433.16,89752.51,20.14,118.0,407954.59,301084.0,1,0,1,1,0,1,2.4262295081967213,0.2200061286232862,0.2980979062321478,1.354952737442043,918.8166441441442,678.1171171171171,2.4512532142364175e-06,0.004946936860038789,0.0013147264628031016,0.0007918795776851953,11399,0,400,0,10999,0,0,RSuccess
245,747,29,77,15249.95,278488.15,6.88,1991794.0,525041.46,2316631335.0,1,0,0,1,10,1,9.7012987012987,0.5304117316754376,0.00012021254560126203,0.00022664005794430816,702.8667469879517,3101246.767068273,1.9046114948712813e-06,0.002682340343745326,7.15216787500653,0.0004511490201607218,400,0,400,0,0,0,0,RSuccess
19,116,1,19,21251.02,72672.06,9.09,35.34,1042737.34,605507.0,0,0,0,0,0,1,6.105263157894737,0.0696935433423723,0.12001852992616105,1.7220896537942583,8989.115,5219.887931034483,9.590142806241118e-07,0.001596211804096375,0.00048629418238591287,0.0004277441741619931,11499,0,400,100,10999,0,0,RSuccess
79,1023,51,922,11222.19,206095.34,41.77,-38.8,24825.85,46133.0,0,0,0,0,0,2,1.1095444685466378,8.301642844051663,4.467416816595495,0.5381364749745301,24.26769305962854,45.095796676441836,8.056118924427564e-05,0.004963722129767708,-0.0001882623838074165,0.0037220898951095998,400,0,400,0,0,0,0,10x
25,366,18,439,2511.92,75560.88,25.76,-88.85,10336.37,8104.0,0,0,0,0,0,2,0.8337129840546698,7.310194971735725,9.323899308983219,1.2754652023692006,28.241448087431696,22.14207650273224,0.0001934915255549095,0.0048437763032934495,-0.0011758730178896804,0.010255103665721839,400,0,400,0,0,0,0,2x
2,89,8,20,415.11,241670.53,-1.28,1642829.0,478219.5,1928404759.0,0,0,0,0,0,1,4.45,0.505354821373867,0.00012532147562492092,0.00024798709802395795,5373.252808988764,21667469.20224719,2.0910899701915125e-06,0.0003682699748289541,6.797804432340178,-0.0030835200308352005,2500,2100,400,0,0,0,0,RSuccess
